Unnamed: 0,headlines,date,time,author,read_more,image_url,ctext,summary
14,"If you've problem be Aatmanirbhar, PM busy campaigning: Congress",2023-05-05,10:33 pm,Dharini Mudgal,https://www.hindustantimes.com/india-news/pm-modi-karnataka-campaign-congress-be-atmanirbhar-manipur-clashes-101683288902178-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts ,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/05_may/5_fri/img_1683300795975_227.jpg,"
The Congress party has issued a “national advisory” in mockery of Prime Minister Narendra Modi. Slamming Modi for his “busy campaigning” ahead of the Karnataka elections, Congress wrote on its Twitter handle, ""National Advisory: PM Modi is busy campaigning for the Karnataka elections. If you have a problem or your state is in turmoil, just be ""Aatmanirbhar"" and find solutions on your own.""




Congress spokesperson Supriya Shrinate (HT File / ANI)








“In view of the hon'able PM's visit to Bengaluru for the Karnataka elections, citizens of other states, regardless of which party they voted for are requested to govern themselves… The following issues will remain unaddressed until vote counting concludes on 13th May - Manipur Burning, Wrestlers' Protest, Poonch Terror Attack, Crony Capitalism, Economic Slowdown, Unchecked Price Rise, Corruption…” it lists out.










The Congress' mockery of the PM comes amid his campaigns in the poll-bound state of Karnataka and the deteriorating condition of Manipur. Slamming PM Modi, Congress spokesperson Supriya Shrinate said, “Modiji you are an elected prime minister of the country and the people of Karnataka are also watching what is happening in Manipur and want that you should save Manipur from burning and restore peace in the state first,” said Shrinate.
“This is a fit case where Home Minister of India Amit Shah should resign or should be sacked forthwith. This is a fit case where the BJP government in Manipur should be dismissed and Article 356, that is President's rule, should be imposed,” she added.






Meanwhile, the Manipur government on May 4 issued a shoot-at-sight order in “extreme cases,” as escalating violence following a tribal solidarity march displaced more than 9,000 people in the state. Scheduled Tribe communities, mostly from the Kuki-Zomi tribal group, are protesting against a move to grant the Scheduled Tribe (ST) status to the Meitei community, which makes up the majority of Manipur's population.
(With PTI inputs)

SHARE THIS ARTICLE ON







Get Latest India Newsalong with Latest Newsand Top Headlinesfrom India and around the world. Also follow Karnataka Election 2023 updates on Hindustan Times


Topics

congress
manipur
pm modi
karnataka
+ 2 more





","The Congress party has issued a “national advisory’ in mockery of Prime Minister Narendra Modi. Slamming Modi for his “busy campaigning” ahead of the Karnataka elections, Congress wrote on its Twitter handle, ""If you have a problem or your state is in turmoil, just be ""Aatmanirbhar"" and find solutions on your own"""
15,"'The Kerala Story' is eye-opener, it's time to save Kerala: Thakur",2023-05-05,07:41 pm,Dharini Mudgal,https://www.hindustantimes.com/india-news/the-kerala-story-film-controversy-anurag-thakur-binoy-viswam-kerala-hc-cpi-islamic-state-101683281479610-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts ,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/05_may/5_fri/img_1683293029238_278.jpg,"
Union Minister for Information & Broadcasting, Anurag Thakur, on Friday slammed those opposing the film “The Kerala Story” and called the movie “an eye-opener.” Thakur said that “freedom of expression is very selective for such groups of selective outrage.”




A banner from The Kerala Story’ film,(HT File Photo)








“This ecosystem reacts in a typical pattern whenever any film/research work brings out some chilling and untold stories like #TheKeralaStory. This chaotic ecosystem, which is so angry and desperate, tried to create similar narratives against ‘The Kashmir Files’ to hush up the genocide of Hindus by Pakistan sponsored terrorists in J&K”, he tweeted.
""Freedom of expression is very selective for such groups of selective outrage. ‘The Kerala Story’ is an eye-opener; it is time to save Kerala and our brothers and sisters from the monster of terrorism,"" the minister added.










The minister's reaction comes a day after Communist Party of India (CPI) Rajya Sabha MP Binoy Viswam wrote to him claiming that the film is based on “Islamophobic propaganda” and intends to malign the image of Kerala.
“The film claims to unearth the story of 32000 women who went missing from the state of Kerala. This claim is based on lies and extrapolations… I urge you to initiate and enquiry into the fallacious claims made through the movie. Makers should corroborate their narrate with facts before the movie is released…” he wrote.
Prime Minister Narendra Modi, while addressing a rally in poll-bound Karnataka's Ballari, invoked the film. “'The Kerala Story' film is based on a terror conspiracy. It shows the ugly truth of terrorism and exposes terrorists' design. Congress is opposing the film made on terrorism and standing with terror tendencies. Congress has shielded terrorism for the vote bank”, he said.






Meanwhile, the Kerala HC which is hearing the petitions against the film had refused to stay its release observing that the film is “inspired by true events.” “There is something called freedom of speech and expression. They have artistic freedom, we have to balance that also,” Live Law quoted Justice Nagaresh as saying.
(With inputs from agencies)

SHARE THIS ARTICLE ON







Get Latest India Newsalong with Latest Newsand Top Headlinesfrom India and around the world. Also follow Karnataka Election 2023 updates on Hindustan Times


Topics

kerala





",Anurag Thakur slams those opposing the film “The Kerala Story’ The minister said that “freedom of expression is very selective for such groups of selective outrage” The Kerala HC which is hearing the petitions against the film had refused to stay its release observing that the film is “inspired by true events”
16,Telugu actor-comedian Brahmanandam to campaign for BJP in K'taka,2023-05-05,07:16 pm,Dharini Mudgal,https://www.hindustantimes.com/cities/bengaluru-news/tollywood-actor-brahmanandam-to-campaign-for-bjp-in-karnataka-101683283475620-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts ,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/05_may/5_fri/img_1683291853555_923.jpg,"
After a series of Kannada actors, the BJP has roped in Tollywood actor and comedian Brahmanandam to campaign for the party in Karnataka. The Telugu actor will campaign for the health minister Sudhakar in his Chikkaballpur constituency on Friday, where there is a significant number of Telugu speakers.Also Read - PM Narendra Modi invokes ‘The Kerala Story’, says ‘anti-India’ plot exposed in film




Tollywood actor Brahmanandam(Twitter)








K Sudhakar said, “Sri Brahmanandam, a well-known comedian of Telugu film industry, will campaign for the BJP today in Chikkaballapur assembly constituency.” Brahmanandam will campaign at three different locations in the Chikkaballapur area on Friday.
Kannada actors, Kichcha Sudeep and Darshan are also campaigning for the BJP in the state, ahead of the assembly elections. The actors have been conducting roadshows across the key constituencies in the state. Meanwhile, actor Shivaraj Kumar and Duniya Vijay were seen with Congress leader Siddaramaiah in Varuna constituency. They pledged full support to the Congress party and were seen in a road show in the former CM’s home turf in Karnataka. Brahmanadam is the first Telugu actor to campaign in Karnataka elections. He is also likely to campaign in a few places at border areas of Karnataka.






The elections in Karnataka will be held on May 10 and the results will be declared on May 13. BJP, Congress and the JD(S) expressed their confidence in forming the government on their own in the assembly polls.

SHARE THIS ARTICLE ON










Topics

bjp
karnataka
tollywood
karnataka election
karnataka assembly election
+ 3 more





","Brahmanandam is the first Telugu actor to campaign in Karnataka elections. He will campaign for the health minister Sudhakar in his Chikkaballpur constituency on Friday. The elections will be held on May 10 and the results will be declared on May 13. BJP, Congress and the JD(S) expressed their confidence in forming the government."
17,"Voting begins in UP municipal elections, CM Yogi casts his vote",2023-05-04,09:01 am,Subhangi Singh,https://www.hindustantimes.com/india-news/up-municipal-election-2023-live-updates-101683158170434-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts ,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/05_may/4_thu/img_1683169182034_696.jpg,"
The polling to elect urban body chiefs in 37 districts of Uttar Pradesh  was held in the first phase on Thursday. Voting was conducted in 37 districts of 9 divisions and 10 municipal corporations.According to official figures, in the UP urban body elections, 2 crore 40 lakh voters will use their right to vote to choose/elect 10 mayors, 820 councillors, 103 municipal council presidents, 2740 member municipal councils, 275 presidents including 3645 municipal council members in the 37 districts of Uttar Pradesh.Also read | How Yogi Adityanath, BJP are setting narrative for 2024 through UP civic poll campaignsThe polling for the second phase will take place on May 11 to elect representatives for the posts across 760 local bodies in the state. The counting of votes will take place on May 13.

Follow all the updates here:


Thu, 04 May 2023 08:43 PM

46% voter turnout recorded till 5pm

Around 46% of the 2.40 crore eligible voters turned up to exercise their franchise in the first phase of voting (till 5 pm) for the urban local body (ULB) polls in 37 districts of Uttar Pradesh on Thursday.The polling, by and large, passed off peacefully barring a few brawls and incidents of stone-pelting in Amroha and Lakhimpur Kheri districts.




Thu, 04 May 2023 03:24 PM

DCP Varuna Zone Amit Kumar inspects polling centres in Varanasi





DCP Varuna Zone Amit Kumar inspected polling centres in Varanasi today.




Thu, 04 May 2023 03:22 PM

32.06 % voting recorded in Nagar Nigam area in Varanasi

32.06  per cent of voting was recorded in Nagar Nigam area in Varanasi by 3 PM.








 
Thu, 04 May 2023 03:14 PM

Senior BJP leader Shyam Deo Rai Chaudhary casts his vote


Senior BJP leader Shyam Deo Rai Chaudhary showing indelible ink mark on finger after casting vote.




Thu, 04 May 2023 02:50 PM

Voting underway in Muzaffarnagar, Bijnor, Shamli and Saharanpur district

Voting is underway in Muzaffarnagar, Bijnor, Shamli and Saharanpur district. Long queues at polling booths and police taken 4 persons in custody after supporters of two candidates clashed with each other in two booths of Shamli.Police also taken 10 female and 4 male voters into custody at JV Jain Inter College booth on charges of casting bogus votes. Former minister Suresh Rana and his wife casted their votes in Shamli. Dwarf couple Anjeem Mansoori and his wife Bushra also casted their votes in Shamli and people taken series with them. Meanwhile, BKU chief Naresh Tikait decided not to cast his vote in Susauli town. Sisauli has 13 wards and Tikait said that being a resident of Sisauli he supports all candidates. He will be alongwith the decision of the voters.Voting percentage till 11 amMuzaffarnagar- 22.27Shamli- 27.50 andSaharanpur- 28.20




Thu, 04 May 2023 02:02 PM

‘Forces deployed for trouble-free polling’

UP civic election will be held in two phases. Today, the first phase of the election is taking place. Forces have been deployed to ensure trouble-free voting. Senior police officials are also monitoring the situation to ensure the same: Prashant Kumar, Special DG Law & Order








 
Thu, 04 May 2023 01:27 PM

'Muslims not being allowed to vote': Samajwadi Party





Muslims voters not being allowed to vote, alleges Samajwadi Party.




Thu, 04 May 2023 12:54 PM

2 held for ‘bogus’ voting in Jalaun

Two arrested after alleged bogus voting in Orai tehsil campus in Jalaun. Candidates found people engaged in ‘bogus’ polling.




Thu, 04 May 2023 12:27 PM

9% polling in Prayagraj, 13% in Varanasi

Till 11 am, 8.82% voter turnout recorded in Prayagraj Municipal limits, and 17.91% in eight Nagar Panchayat areas. 13.49 % voting recorded in Varanasi Nagar Nigam area.








 
Thu, 04 May 2023 12:02 PM

BJP, BSP workers clash in Hardoi

Arrests made after BJP and BSP workers clash in Hardoi.




Thu, 04 May 2023 11:37 AM

UP deputy CM Keshav Maurya casts vote





BJP leader Keshav Prasad Maurya casts his vote in Prayagraj.




Thu, 04 May 2023 11:02 AM

FIR lodged against SP candidate's husband in Unnao

FIR lodged with Kotwali in Unnao after a video surfaced in which SP candidate Neetu Patel 's husband Raman Patel is allegedly giving money for votes. Neetu Patel is contesting for the chairperson of Unnao Nagar Palika








 
Thu, 04 May 2023 10:31 AM

Defence minister Rajnath Singh casts vote in Lucknow





I appeal to all the voters of Lucknow to cast their votes for the UP Municipal Elections 2023: Rajnath Singh




Thu, 04 May 2023 10:22 AM

 5.5% polling in Varanasi, 5.3% in Prayagraj

Till 9:30 am, 5.5 % voting recorded in Varanasi's municipal corporation areas. In Prayagraj, 5.3 percent polling done in municipal limits, and 8.46% in eight Nagar Panchayat areas.




Thu, 04 May 2023 09:44 AM

Polling underway in 37 districts

In the first phase, polling is underway in 37 districts across 9 divisions, and 10 municipal corporations. The second phase is scheduled for May 11, and results, two days later.








 
Thu, 04 May 2023 09:15 AM

BSP chief Mayawati casts her vote





Our party is fighting this election alone, without the support of any other party. We are hopeful that our party will receive a good response, and that we will get positive results. I want all the citizens of the state to cast their vote for this election: Mayawati, ex-UP CM.




Thu, 04 May 2023 08:47 AM

Akhilesh Yadav posts of waterlogging in Gorakhpur





Former UP chief minister posts video of waterlogging in Gorakhpur, the home turf of his successor, CM Yogi Adityanath.




Thu, 04 May 2023 08:19 AM

Over 2 crore eligible to vote in first phase

More than 2 crore people are eligible to vote in the first phase, in which fate of 44,232 candidates will be decided.








 
Thu, 04 May 2023 08:03 AM

BJP leader Sudhanshu Trivedi casts his vote at Sherwood Academy in ward number-267







Thu, 04 May 2023 07:58 AM

Elections  being held for a total of 14,684 posts

The elections is taking place for a total of 14,684 posts including 17 posts of mayor, 1,420 of corporators, 199 of nagar palika parishad chairpersons, 5,327 of nagar palika parishad members, 544 of nagar panchayat chairpersons and 7,178 posts of nagar panchayat members, according to the Uttar Pradesh State Election Commission.




Thu, 04 May 2023 07:35 AM

UP municipal election: Over 4.32 crore voters to exercise their franchise today, says CM Yogi

Voting for the first phase of municipal elections has started today. More than 4.32 crore voters are participating in the state and they will vote to make the urban system strong and beautiful. The State Election Commission has made all arrangements for the smooth conduct of elections in the state: Uttar Pradesh CM.








 
Thu, 04 May 2023 07:29 AM

CM Yogi Adityanath tweets after his casting his vote





“Today exercised my franchise in Gorakhpur for municipal elections-2023. Voting is our right as well as our main duty. You must also vote to make your municipal body more empowered. Long live Mother India”, he tweeted. 




Thu, 04 May 2023 07:14 AM

Watch | CM Yogi Adityanath casts his vote







Thu, 04 May 2023 07:13 AM

UP Municipal Corporation elections: Voting begins 

The polling to elect urban body chiefs in 37 districts of Uttar Pradesh has began.




Thu, 04 May 2023 06:49 AM

Security arrangements strengthened at polling booths







Thu, 04 May 2023 05:56 AM

UP civic polls 2023: How to download voter slip for urban local bodies elections

Voters who are eligible to cast their vote can check their names in the voters' list and can download the voter slip from State Election Commission's website. Read more




Thu, 04 May 2023 05:47 AM

Voters gear up for civic polls in Lucknow

Lucknowites are geared up for municipal corporation elections to be held on May 4. To encourage the voters to exercise their franchise, the district election office, district administration, civil representatives and youth have come forward and create awareness among all. The city is witnessing several voting rallies. To grasp the undercurrent, we spoke to a few first-time voters, election ambassadors and more. Read full report here 





",The polling to elect urban body chiefs in 37 districts of Uttar Pradesh was held in the first phase on Thursday. The polling for the second phase will take place on May 11 to elect representatives for the posts across 760 local bodies in the state. Around 46% of the 2.40 crore eligible voters turned up to exercise their franchise.
18,"Driver of 43 yrs my guardian, takes care of meds & clothes: Pawar",2023-05-04,02:46 pm,Nakul Ahuja,https://www.hindustantimes.com/india-news/nationalist-congress-party-ncp-sharad-pawar-101683179735749-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts ,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/05_may/4_thu/img_1683186586706_913.jpg,"
Nationalist Congress Party (NCP) chief Sharad Pawar has in his book fondly mentioned his driver 'Gama', who has been taking him to various parts of Maharashtra for the last 43 years. 




NCP chief Sharad Pawar.(PTI)








In his revised autobiography 'Lok Majhe Sangati’ launched on Tuesday, Pawar lauded Gama for never causing any accident and never speaking about the leader's interactions with prominent personalities and politicians while travelling in his vehicle. ""I have found some very close colleagues in my successful public life including my personal driver Gama, who has been with me for the last 43 years. 
He has taken me to all the corners of the state, but we never met with an accident. It underscores how seriously he has taken his responsibility,” he wrote. Pawar said to save time and its better utilisation, he takes senior politicians, industrialists, reputed personalities and party officials along with him during his journeys. 
""I have openly discussed many sensitive issues with them, but Gama has earned my trust that not a single word will go out,"" he said. “Gama is at times my guardian as well. He takes all the necessary care, including about my clothes, travel items, medicines and diet. 






He has even scolded officials if I somehow miss my lunch or medicines,"" the 82-year-old NCP leader said. Describing how he got the driver, Pawar said Gama was earlier the driver of Dr M R Shah from Baramati (in Pune district). ""When my then party gave me a vehicle for party works, I had no driver for it. One day, I casually mentioned to Dr Shah about my requirement and he immediately asked Gama to start working for me. Since then, he has been relentlessly working for me,” he said. 
Pawar said Gama takes care of the vehicles in which he travels. “If the vehicle has some issues, he upfront refuses to use it for driving and I have always listened to him,” he said. Pawar said as he has been travelling across the state for so many years, Gama knows the locations and houses of various personalities and takes him there without any hassle. 






Springing a surprise, Pawar on Tuesday said at the book event that he is stepping down as chief of the NCP, the political outfit he founded and helmed since 1999.

SHARE THIS ARTICLE ON







Get Latest India Newsalong with Latest Newsand Top Headlinesfrom India and around the world. Also follow Karnataka Election 2023 updates on Hindustan Times


Topics

sharad pawar
nationalist congress party
autobiography
+ 1 more





","Nationalist Congress Party (NCP) chief Sharad Pawar has in his book fondly mentioned his driver 'Gama', who has been taking him to various parts of Maharashtra for the last 43 years. Pawar lauded Gama for never causing any accident and never speaking about the leader's interactions with prominent personalities and politicians while travelling in his vehicle."
19,World saw what I did: Uddhav on Pawar's 'political acumen' remark,2023-05-04,04:54 pm,Bhuvnesh Ojha,https://www.hindustantimes.com/india-news/sharad-pawars-decision-wont-dent-maha-vikas-aghadi-am-not-against-pm-uddhav-101683190197190-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts ,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/05_may/4_thu/img_1683197707977_580.jpg,"
In his first reaction to Sharad Pawar's announcement of resigning from the president post of the Nationalist Congress Party, former Maharashtra chief minister Uddhav Thackeray on Thursday said the developments in the NCP won't affect the Maha Vikas Aghadi alliance. Uddhav whom Sharad Pawar criticised in his recently released autobiography for weak leadership commented on the NCP tumult interacting with the media in Mumbai. Talking about the united opposition, Uddhav said nothing can stop the coming together of forces against dictatorship. ""Opposition should go beyond the word opposition and become a force against dictatorsship. I am not against PM Modi; I am against dictatorship,"" Uddhav said.




Uddhav Thackeray on Thursday spoke to the media in Mumbai, the first time after Sharad Pawar's resignation from the post of the party chief. (PTI)








Though both the Congress and the Uddhav Sena have asserted that Sharad Pawar's decision to quit the president post won't affect the alliance in Maharashtra hoping that NCP will remain with the alliance which formed the government in 2019 and remained in power till 2022, the politics in Maharashtra is in crosshairs as the future of the NCP remains uncertain.




'World saw what I did as CM'






Replying to Sharad Pawar's statement in his autobiography that Uddhav was weak and could not quell the rumblings inside his party and resigned without giving a fight, Uddhav said, “ The world saw what I did as the chief minister.""‘Khud ka bal dikhao, why taking name of Bajrangbali’
Slamming both the Congress and the BJP for making 'Bajrang' an issue in poll-bound Karnataka, Uddhav said, ""I will urge Marathi-speaking people in Karnataka to say 'Jai Bhavani, 'Jai Shivaji'. Balasaheb's voting rights were taken away for seeking votes on Hindutva. I don't know how this could be done in a democracy. And now PM Modi is asking voters to say Jai Bajrangbali. There must have been some changes in the politics then.







SHARE THIS ARTICLE ON







Get Latest India Newsalong with Latest Newsand Top Headlinesfrom India and around the world. Also follow Karnataka Election 2023 updates on Hindustan Times







ABOUT THE AUTHOR









Poulomi Ghosh



Poulomi Ghosh is a journalist with Hindustan Times, New Delhi.









Topics

uddhav thackeray
sharad pawar





","Uddhav Thackeray on Thursday spoke to the media in Mumbai, the first time after Sharad Pawar's resignation from the post of the party chief. The former Maharashtra chief minister said nothing can stop the coming together of forces against dictatorship. He slammed both the Congress and the BJP for making 'Bajrang' an issue in poll-bound Karnataka."
20,"Manipur is burning, BJP's politics of hate responsible: Congress",2023-05-04,12:38 pm,Subhangi Singh,https://www.hindustantimes.com/india-news/bjps-politics-of-hate-responsible-for-manipur-violence-congress-101683180588316-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts ,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/05_may/4_thu/img_1683182644277_670.jpg,"
The Congress on Thursday said the BJP's politics of hate was responsible for the violent confrontation between two communities in Manipur.




So far, 4,000 people have been rescued from the violence-hit areas by the forces and sent to shelters, he said, adding that more people are being shifted to safer places. (Twitter/Mary Com)








Congress president Mallikarjun Kharge appealed to the people of Manipur to exercise restraint and let peace prevail in the state.
""Manipur is burning. BJP has created fissures among communities and destroyed the peace of a beautiful state,"" Kharge said on Twitter.
""BJP's politics of hate, division and its greed for power is responsible for this mess. ""We appeal to people from all sides to exercise restraint and give peace a chance,"" he said.
The Army and Assam Rifles have been deployed to control the situation in Manipur where violence broke out during a tribal agitation, a defence spokesperson said on Thursday.
So far, 4,000 people have been rescued from the violence-hit areas by the forces and sent to shelters, he said, adding that more people are being shifted to safer places.







SHARE THIS ARTICLE ON







Get Latest India Newsalong with Latest Newsand Top Headlinesfrom India and around the world. Also follow Karnataka Election 2023 updates on Hindustan Times


Topics

bjp
congress
manipur
+ 1 more





","Congress president Mallikarjun Kharge appealed to the people of Manipur to exercise restraint and let peace prevail in the state. ""BJP's politics of hate, division and its greed for power is responsible for this mess,"" he said. Army and Assam Rifles have been deployed to control the situation in Manipur."
21,Don't dare to hurt our wrestlers: Mamata on scuffle incident,2023-05-04,03:10 pm,Subhangi Singh,https://www.hindustantimes.com/india-news/mamata-banerjees-dont-dare-warning-after-women-wrestlers-burst-into-tears-101683184874806-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts ,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/05_may/4_thu/img_1683191640024_636.jpg,"
West Bengal chief minister Mamata Banerjee on Thursday blasted the ruling Bharatiya Janata Party in a veiled tweet after protesting wrestlers alleged that the Delhi Police manhandled and abused them during a scuffle late last night at Jantar Mantar. The Trinamool Congress (TMC) supremo backed the aggrieved wrestlers and said “disrobing the honour of our daughters in this manner is utterly shameful.” 




West Bengal chief minister Mamata Banerjee on wrestlers protest.








“India stands by its daughters and I as a human being definitely stand by our wrestlers. Law is one for all. “Law of the ruler” cant hijack the dignity of these fighters. You can assault them but can’t break their spirit. The fight is right and the fight will continue,” the chief minister said.
“Don’t dare to hurt our wrestlers, the nation is watching their tears and the nation won’t forgive you. I urge our wrestlers to stay strong, I share all my strength with them,” she added.
Banerjee's tweet came after a video of visibly distraught women wrestlers was widely shared on social media as they broke into tears while accusing the police of misbehaviour. Delhi chief minister Arvind Kejriwal also slammed the BJP over the scuffle at Jantar Mantar between wrestlers and police and called its treatment of national sportspersons shameful and arrogant. 






Kejriwal said that arrogance has gone to the head of the BJP and it wanted to run the system through ""hooliganism"" as he called on people to throw it out of power. Sharing a video of Jantar Mantar, he tweeted ""such behaviour with the champion players of the country? This is extremely unfortunate and shameful...""
""I appeal to all the people in the country...no more...do not tolerate BJP's hooliganism, the time has come to uproot the BJP and chase them away,"" he wrote.
Congress leader Rahul Gandhi condemned the manhandling of female wrestlers. ""Such behaviour with the players of the country is shameful,"" he said.
""'Beti Bachao' is just hypocrisy. In fact, the BJP has never shied away from committing atrocities on the daughters of the country,"" Gandhi said in a tweet in Hindi, while sharing a video of the players in which they are seen accusing the police of beating them up.







SHARE THIS ARTICLE ON







Get Latest India Newsalong with Latest Newsand Top Headlinesfrom India and around the world. Also follow Karnataka Election 2023 updates on Hindustan Times







ABOUT THE AUTHOR









HT News Desk



Follow the latest breaking news and developments from India and around the world with Hindustan Times' newsdesk. From politics and policies to the economy and the environment, from local issues to national events and global affairs, we've got you covered....view detail









Topics

mamata banerjee
wrestlers protest
brij bhushan sharan singh
+ 1 more





",West Bengal chief minister Mamata Banerjee blasted the ruling Bharatiya Janata Party in a veiled tweet. The Trinamool Congress supremo backed the aggrieved wrestlers and said “disrobing the honour of our daughters in this manner is utterly shameful” Delhi chief minister Arvind Kejriwal also slammed the BJP over the scuffle at Jantar Mantar.
22,PM makes false promises: TN CM Stalin on manhandling of wrestlers,2023-05-04,04:25 pm,Disha Jana,https://theprint.in/india/stalin-hits-out-at-pm-over-alleged-manhandling-of-protesting-wrestlers-in-delhi/1555359/?amp=&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts ,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/05_may/4_thu/img_1683195978210_156.jpg,"Chennai, May 4 (PTI) Tamil Nadu Chief Minister M K Stalin on Thursday hit out at Prime Minister Narendra Modi over the alleged manhandling of protesting wrestlers in Delhi, saying contrary to the PM’s “false promises” on empowering women, the BJP was “shielding” accused persons.On Wednesday night, a scuffle had allegedly broken out between some police personnel and the protesting wrestlers at Jantar Mantar in the national capital, leading to head injuries to a couple of protesters.The wrestlers alleged they were manhandled by the police.Expressing shock over the “gross injustice being meted out to our champion wrestlers, who have brought glory to our nation,” Stalin said in a tweet, “This is just not done.” “Our Hon’ble Prime Minister keeps giving sermons on empowering women. Contrary to these false promises, torturing the victims and shielding the accused has become the hallmark of BJP as we have witnessed in the cases of Kathua, Unnao, Hathras, Bilkis Bano, etc.” “I demand #JusticeForOurWrestlers!” he added.The champion grapplers have held a sit-in protest at Jantar Mantar since April 23 seeking action against Wrestling Federation of India (WFI) chief Brij Bhushan Sharan Singh, who is also a BJP MP from Uttar Pradesh, over allegations of sexual harassment of some of the wrestlers. Two-time world championships medallist Vinesh Phogat and Rio Olympics bronze medallist Sakshi Malik, along with Tokyo Olympics bronze medallist Bajrang Punia and others, had first begun protesting as far back as January 18. PTI SA SA ANEThis report is auto-generated from PTI news service. ThePrint holds no responsibility for its content.","Tamil Nadu Chief Minister M K Stalin hit out at Prime Minister Narendra Modi over the alleged manhandling of protesting wrestlers in Delhi. He said contrary to the PM’s “false promises’ on empowering women, the BJP was “shielding” accused persons. On Wednesday night, a scuffle had allegedly broken out between some police personnel and the protesting wrestlers at Jantar Mantar in the national capital."
23,Time to drive BJP out: Kejriwal on video of wrestlers crying,2023-05-04,11:21 am,Subhangi Singh,https://www.hindustantimes.com/india-news/kejriwal-hits-out-at-bjp-as-wrestlers-allege-misbehaviour-by-delhi-police-jantar-mantar-protest-brij-bhushan-101683172918965-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts ,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/05_may/4_thu/img_1683178316071_444.jpg,"
Delhi chief minister Arvind Kejriwal on Thursday hit out at the BJP-ruled central government after wrestlers alleged that the Delhi Police abused and misbehaved with them, saying the “arrogant” Bharatiya Janata Party wants to run the entire system with “hooliganism”. The Aam Aadmi Party (AAP) supremo called on the citizens to “not only uproot the BJP but drive them out.” (Also Read | Protest site turned into fortress amid wrestlers call to farmers)




Wrestlers Sakshi Malik and Vinesh Phogat after a scuffle allegedly broke out between protesting wrestlers and the police at Jantar Mantar, in New Delhi.(PTI)








Shocked and appalled by the boorish behaviour of the Delhi Police towards protesting wrestlers late Wednesday evening, an emotionally distraught star wrestler Vinesh Phogat said they were not criminals and did not deserve such disrespect.
""If you want to kill us, then kill us,"" a crying Vinesh said during a late-night media interaction.
""Did we win medals for the country to see this day? We have not even eaten our food. Does every man have a right to abuse women? These police men are holding guns, they can kill us,"" an emotionally drained Vinesh said.
""Where were female police officers? How can the male officers push us like that. We are not criminals. We do not deserve such treatment. The police officer who was drunk hit my brother,"" the World Championship medallist said.






Reacting to the video of Phogat's media interaction, Kejriwal tweeted"" Such misbehaviour with the champion players of the country..? This is very sad and shameful…These people (BJP) just want to run the whole system with hooliganism. They have made a mockery of the entire system.”
""I appeal to all the people in the country...no more...do not tolerate BJP's hooliganism, the time has come to uproot the BJP and chase them away,"" he wrote in Hindi.










Delhi Commission for Women (DCW) chief Swati Maliwal, who arrived at the Jantar Mantar on Thursday morning to extend support to the aggrieved wrestlers, alleged she was not being allowed to enter the protest site.
“Wrestlers Vinesh Phogat and Sakshi Malik told us they were being tortured, and there were police officers who were drunk and misbehaved with them. I am concerned for their safety. Why is Delhi Police protecting Brij Bhushan? Why is Delhi Police not arresting him?” Swati Maliwal said.

SHARE THIS ARTICLE ON







Get Latest India Newsalong with Latest Newsand Top Headlinesfrom India and around the world. Also follow Karnataka Election 2023 updates on Hindustan Times







ABOUT THE AUTHOR









HT News Desk



Follow the latest breaking news and developments from India and around the world with Hindustan Times' newsdesk. From politics and policies to the economy and the environment, from local issues to national events and global affairs, we've got you covered....view detail









Topics

arvind kejriwal
wrestlers protest
brij bhushan sharan singh
bjp
+ 2 more





",Arvind Kejriwal hit out at the BJP-ruled central government after wrestlers alleged that the Delhi Police abused and misbehaved with them. The Aam Aadmi Party (AAP) supremo called on the citizens to “not only uproot the BJP but drive them out”
