Unnamed: 0,headlines,date,time,author,read_more,image_url,ctext,summary
10,"Sanya Malhotra buys 4BHK house in Gurugram, shares glimpses",2023-05-06,11:09 am,Bhawana Chaudhary,https://www.hindustantimes.com/entertainment/bollywood/sanya-malhotra-buys-4bhk-home-in-gurgaon-for-herself-and-her-family-101683342443761-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts ,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/05_may/6_sat/img_1683349694248_33.jpg,"
In a short span of her career, Sanya Malhotra made a niche of her own. The actor is now ready with her film Kathal, the trailer for which was released recently. Ahead of the film's release, Sanya brought a 4BHK in Gurgaon for herself and her family, where she plans to spend time whenever she gets a chance away from her tight schedule. Also read: Sanya Malhotra is on the case of missing jackfruits in this quirky satire. Kathal trailer




Sanya Malhotra has bought a new house.








Earlier this week, Sanya had shared glimpses from her griha pravesh ceremony on Instagram Stories. In one of the pictures, the actor, who was dressed in a white saree, can be seen stepping into the house. ""Naya ghar,"" she wrote with the picture. She also posted a couple of photos from the puja on Instagram Stories.
Sanya, who hails from Delhi, recently started the promotion of her upcoming Kathal from her hometown. The actor will be seen in the role of police officer for the first time in Kathal. In the trailer, we can see a comedy drama revolving around a female police officer (Sanya) and her journey of unfolding the mystery of two jackfruits being stolen from the garden of a MLA played by actor Vijay Raaz. The movie also features Rajpal Yadav in the role of a journalist.






Co-writer and director Yashowardhan Mishra said about the film, ""It is such a thrilling experience to be launching the trailer of my first film, Kathal- A Jackfruit Mystery. Through our storytelling clubbed with an ensemble of extremely hardworking and talented actors, we have created a story that will make the audiences laugh while also making sure they go away with a strong thought. Quirky satire comedies are few and far to come by, and we have sketched every character's graph with extreme sensitivity and thought. I cannot wait for the audiences to watch the film on 19th of May, streaming only on Netflix.""
Adding onto this, Oscar-winning producer Guneet Monga said, ""We at Sikhya always take pride in delivering homegrown stories that are global in their approach. We are excited to give our audiences a family entertainer, Kathal - the jackfruit mystery, this summer! Sanya along with Rajpal, Vijay, Anant and the others will take you on a joyride to uncover the mystery of the stolen kathals, helmed by Yashowardhan Mishra, our debut director. We are so thrilled to be launching the film on Netflix along with Balaji Telefilms, both of whom have supported us in bringing distinctive and relevant content to a global forefront.""






Sanya also has Sam Bahadur in the pipeline. After Pagglait, Kathal marks Sanya's second collaboration with Guneet Monga.
With ANI inputs

SHARE THIS ARTICLE ON







Get more updates from Bollywood, Hollywood, Musicand Web Seriesalong with Latest Entertainment Newsat Hindustan Times.











ABOUT THE AUTHOR









HT Entertainment Desk



Dedicated professionals who write about cinema and television in all their vibrancy. Expect views, reviews and news.









Topics

sanya malhotra





",Sanya Malhotra has bought a 4BHK in Gurgaon for herself and her family. The actor will be seen in the role of police officer for the first time in Kathal. Kathal is a comedy drama revolving around a female police officer and her journey of unfolding the mystery of two jackfruits being stolen.
11,Trump may reinstate 'Muslim Ban' if re-elected in 2024: Report,2023-05-06,12:24 pm,Bhawana Chaudhary,https://www.hindustantimes.com/world-news/trumps-2024-re-election-bid-includes-plans-to-reinstate-infamous-muslim-ban-add-more-countries-to-the-list-reports-101683339288559-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts ,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/05_may/6_sat/img_1683354841106_279.jpg,"
Former President Donald Trump has privately told close associates that he plans to reinstate his infamous ""Muslim ban"" if he is reelected in 2024, according to US daily Rolling Stone. Trump has reportedly called the policy ""beautiful"" and has expressed interest in adding more majority-Muslim countries to the list of those banned from entering the United States.




Former U.S. President and Republican presidential candidate Donald Trump attends a campaign event in Manchester, New Hampshire,(REUTERS)








Banning Muslims from entering the United States has been a long-standing obsession for Trump, dating back to his presidential campaign in 2015 when he called for a ""total and complete shutdown of Muslims entering the United States."" Just a few days after taking office in 2017, he signed an executive order banning the entry of citizens from seven majority-Muslim countries for 90 days. The ban was met with chaos and confusion at U.S. airports and ports of entry, and led to a diplomatic fallout with Iraq.










Federal courts blocked the initial order, but in 2018, the Supreme Court narrowly approved a subsequent revision of the ban. President Joe Biden reversed the executive order in one of his first executive orders after taking office.
While Trump has hinted at his interest in a reinvigorated travel ban in recent speeches, the idea has not received much public scrutiny. Trump has also touted other hardline anti-immigration policies while campaigning for a potential 2024 bid, including fully securing the border and removing illegal aliens.
Former top Trump White House policy aide Stephen Miller, who helped write the executive order for the original Muslim ban, has also been pressing for a renewed ban. ""Bring back the travel ban. Now,"" Miller wrote on Twitter in August. Miller and other MAGA conservatives have focused on Afghanistan, expressing outrage when the United States took in refugees as the country fell to the Taliban in 2021.






Trump's interest in a second term is not just limited to hardline immigration policies, as he has also proposed bringing back firing squads and mass executions, fantasizing about journalists being raped in prison, and bombing Mexico. His appearance at CPAC featured a speech where he declared himself as the people's ""retribution.""
Also read | Donald Trump goes on rampage, throws reporter's phones and kicks him off plane for questioning criminal probe
Critics of the ban have argued that it is an incoherent policy mess that ruined countless families' lives, and would only cause more chaos in the already struggling legal immigration system. It remains to be seen if Trump's plans for a renewed ban will gain any traction in his run for president in 2024.







SHARE THIS ARTICLE ON







Get Latest World Newsalong with Latest Newsfrom Indiaat Hindustan Times.


Topics

travel ban
United States
Supreme Court
dating
donald trump
+ 3 more





","Former President Donald Trump has privately told close associates that he plans to reinstate his infamous ""Muslim ban"" if he is reelected in 2024. Trump has reportedly called the policy ""beautiful"" and has expressed interest in adding more majority-Muslim countries to the list of those banned from entering the United States."
12,"Vice President Dhankhar meets King Charles III, MEA shares pics",2023-05-06,12:29 pm,Medhaa Gupta,https://www.hindustantimes.com/india-news/vice-president-dhankar-meets-king-charles-iii-ahead-of-coronation-see-photos-101683297003239-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts ,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/05_may/6_sat/img_1683354793242_375.jpg,"
Vice-president Jagdeep Dhankhar met with King Charles III ahead of the coronation ceremony in London on Saturday. The vice president ""conveyed greetings on the occasion of his Coronation and reaffirmed commitment to further strengthen the India-UK Comprehensive Strategic Partnership,"" MEA spokesperson Arindam Bagchi tweeted.Read more: Will he? Won't he? King Charles has doubts Prince Harry will attend coronation




Vice-president Jagdeep Dhankhar meets King Charles ahead of coronation.












Vice president Jagdeep Dhankar is on a two-day visit to London from May 5 to 6 to attend the coronation ceremony on behalf of the Government of India.
In 2022, President Droupadi Murmu visited London on September 17-19 to attend the state funeral of Queen Elizabeth II and offered her condolences.






King Charles will be crowned alongside his wife, Camilla, in a religious service at Westminster Abbey. 

SHARE THIS ARTICLE ON







Get Latest India Newsalong with Latest Newsand Top Headlinesfrom India and around the world. Also follow Karnataka Election 2023 updates on Hindustan Times







ABOUT THE AUTHOR









Mallika Soni



When not reading, this ex-literature student can be found searching for an answer to the question, ""What is the purpose of journalism in society?""...view detail









Topics

jagdeep dhankar
king charles coronation





","Vice-president Jagdeep Dhankhar met with King Charles III ahead of the coronation ceremony in London on Saturday. The vice president ""conveyed greetings on the occasion of his Coronation and reaffirmed commitment to further strengthen the India-UK Comprehensive Strategic Partnership,"" MEA spokesperson Arindam Bagchi tweeted."
13,"Hyd boy gets hit by train while filming for Instagram, video out",2023-05-06,12:19 pm,Saurabh Pandey,https://www.timesnownews.com/hyderabad/another-reel-tragedy-hyderabad-boy-gets-hit-by-moving-train-while-shooting-instagram-video-dies-article-100025044/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts ,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/05_may/6_sat/img_1683354108176_174.jpg,"Hyderabad:The craze to shoot anInstagram reelin front of a moving train cost a youngster his life in Hyderabad on Friday. Mohammad Sarfraz,(16) died after he was hit by a train onrailway tracksin Sanath Nagar.","Mohammad Sarfraz,(16) died after he was hit by a train onrailway tracks in Sanath Nagar. The craze to shoot anInstagram reelin front of a moving train cost a youngster his life in Hyderabad on Friday. The 16-year-old was trying to take a picture of himself in front of the moving train."
14,Camilla's crown to not have Kohinoor diamond,2023-05-06,10:53 am,Ankush Verma,https://www.hindustantimes.com/world-news/royal-family-king-charles-coronation-not-kohinoor-but-other-controversial-jewels-part-of-king-charles-coronation-101683293306863-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts ,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/05_may/6_sat/img_1683349509641_556.jpg,"
King Charles' wife Queen Consort Camilla will be crowned with an existing crown at the coronation which has undergone a transformation owing to many controversies. Camilla, will wear a modified version of the Queen Mary's Crown during the service, according to Buckingham Palace. The changes to the crown include removal of the replica of the Kohinoor diamond, the original version of which was first set on Queen Mary's Crown in 1911.Read more: King Charles and Queen Consort Camilla: Their 50-year relationship




King Charles Coronation: People walk by an art installation depicting the St Edward's crown in central London.(AP)








The diamond passed through the hands many emperors before being presented to Queen Victoria by the deputy chairman of the East India Company in the 1840s. Owing to the controversy surrounding the symbolism of the Kohinoor diamond, Camilla decided to exclude the gem from the crown she wears at the coronation as even though the UK has retained ownership of the diamond over the years, it remains a point of contention. 
According to Buckingham Palace, Camilla's decision to not commission a new crown was made, “in the interests of sustainability and efficiency” and ""the choice to adorn the crown with new jewels is part of a, “longstanding tradition that the insertion of jewels is unique to the occasion, and reflects the Consort’s individual style.”Read more: Royal fan cheekily asks King Charles to spend the night in her tent. His reply






Camilla's crown will instead feature the Cullinan III, IV and V diamonds as a tribute to Queen Elizabeth II, according to Buckingham Palace. The diamonds- known as the ""Lesser stars of Africa""- are part of a group of stones discovered in 1905 in South Africa. They are controversial as the Cullinan diamond was purchased by South Africa's Transvaal government prior to being gifted to King Edward VII as a ""symbolic gesture"".

SHARE THIS ARTICLE ON







Get Latest World Newsalong with Latest Newsfrom Indiaat Hindustan Times.







ABOUT THE AUTHOR









Mallika Soni



When not reading, this ex-literature student can be found searching for an answer to the question, ""What is the purpose of journalism in society?""...view detail









Topics

king charles coronation
royal family





","Camilla, will wear a modified version of the Queen Mary's Crown during the service. The changes to the crown include removal of the replica of the Kohinoor diamond. Camilla's crown will instead feature the Cullinan III, IV and V diamonds. The diamonds are part of a group of stones discovered in 1905 in South Africa."
15,Jeffrey Epstein's private islands in US sold for ₹490 crore,2023-05-06,10:54 am,Hiral Goyal,https://www.hindustantimes.com/world-news/us-billionaire-buys-jeffrey-epsteins-infamous-private-islands-of-abuse-101683296262767-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts ,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/05_may/6_sat/img_1683349762210_553.jpg,"
Jeffrey Epstein's private islands namely Great St. James and Little St. James are set to be turned into a resort destination by a U.S. billionaire. As per a report by npr.org, the islands were a nexus in Epstein's alleged abuse and trafficking of young women and underage girls.




Jeffrey Epstein's private islands(Twitter)








Since Epstein's death in 2019, the two islands were in limbo and now an investment firm led by billionaire Stephen Deckoff has purchased the two islands for $60 million. Interestingly, the buying price is much lesser than $110 million for which the two properties were recently listed.
ALSO READ| Prince Harry Estranged: Why Madame Tussauds took his waxwork away from Meghan Markle's statue
The two islands are located near St. Thomas in the U.S. Virgin Islands. The islands played a significant role in the legal proceedings against Epstein and his associate, Ghislaine Maxwell. Little St. James, in particular, was frequently mentioned in court documents as the location where many young girls alleged to have been transported by private plane and coerced into engaging in sexual activities with Epstein and other men.






The buyer, Deckoff says that he plans to turn the islands into a ""world-class destination"". He has promised to turn the economic fortunes of the region without destroying the natural beauty.
“Mr. Deckoff plans to develop a state-of-the-art, five-star, world-class luxury 25-room resort that will help bolster tourism, create jobs, and spur economic development in the region, while respecting and preserving the important environment of the islands,” according to a press release about the sale.
In December of last year, a settlement worth $105 million was reached, as per which the government of the U.S. Virgin Islands would receive 50% of the earnings from the sale of Little St. James. This money will be used to establish a trust that will provide support services and counseling for the women who suffered from sexual abuse and human trafficking.






Little St. James covers approximately 71.6 acres of land and boasts several facilities such as a private helipad, dock, gas station, advanced water filtration system, two swimming pools, the main residence, four guest villas, three secluded beaches, a fitness center, a traditional Tiki hut, and several other structures, as indicated in its real estate advertisement.

SHARE THIS ARTICLE ON







Get Latest World Newsalong with Latest Newsfrom Indiaat Hindustan Times.


Topics

america





",Jeffrey Epstein's private islands are set to be turned into a resort destination by a U.S. billionaire. The islands were a nexus in Epstein's alleged abuse and trafficking of young women and underage girls. An investment firm led by billionaire Stephen Deckoff has purchased the two islands for $60 million.
16,Scorpion bites woman on Air India flight to Mumbai; airline issues statement,2023-05-06,11:54 am,Arshiya Chopra,https://www.aninews.in/news/national/general-news/scorpion-stings-passenger-on-air-india-flight20230506091446/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts ,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/05_may/6_sat/img_1683353351344_493.jpg,"By Ashoke RajNew Delhi [India], May 6 (ANI): A scorpion stung a passenger on board an Air-India flight that was on its way from Nagpur to Mumbai.Air India has confirmed the incident that took place on April 23 adding that the passenger was administered treatment and is now out of danger.While there are instances of live birds and rats being found on board, this is a rare instance for a passenger to be stung by a scorpion.""There was an extremely rare and unfortunate incident involving a scorpion stinging a passenger on board our flight AI 630 on April 23, 2023,"" an Air India spokesperson told ANI.The female passenger was immediately administered medical treatment and rushed to the hospital soon after the plane landed.""On landing the said passenger was attended by the doctor at the airport and subsequently was treated at the hospital and discharged. Our officials accompanied the passenger to the hospital and offered all support to the passenger till discharge,"" AI spokesperson said.Upon receiving information of the incident, Air India's engineering team carried out a thorough inspection of the aircraft.""Our team followed the protocol and conducted a complete inspection of the aircraft and found the scorpion after which due fumigation process was carried out. We sincerely regret the agony and inconvenience caused to the passenger,"" Air India said. (ANI)",A scorpion stung a passenger on board an Air-India flight that was on its way from Nagpur to Mumbai. The female passenger was immediately administered medical treatment and rushed to the hospital soon after the plane landed. Air India's engineering team carried out a thorough inspection of the aircraft and found the scorpion after which due fumigation was carried out.
17,8 Tihar Jail staff suspended over gangster Tajpuriya's murder,2023-05-06,11:20 am,Shalini Ojha,https://theprint.in/india/eight-prison-staff-suspended-over-stabbing-of-gangster-tajpuriya-inside-tihar-jail/1558716/?amp=&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts ,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/05_may/6_sat/img_1683349546522_596.jpg,"New Delhi, May 5 (PTI) The Delhi government’s Prisons department on Friday suspended eight Tihar Jail staff members in connection with the fatal stabbing of gangster Tillu Tajpuriya on the premises, officials said.Tajpuriya was killed early on Tuesday allegedly by four members of the rival Gogi gang — Deepak alias Titar, Yogesh alias Tunda, Rajesh, and Riyaz Khan — who stabbed him “92 times”.A senior Prisons department official said they conducted a departmental inquiry based on which eight staff members were suspended.The officer had earlier said, “The report was received on Friday and lapses were found on the part of nine staff members. Out of them, seven — three assistant superintendents and four warders — have been suspended.“We had a meeting with officials of the Tamil Nadu Special Police and they have also agreed to take departmental action against their personnel.” The Tamil Nadu Special Police provides security on the jail premises.Sources said Tihar Jail Director-General Sanjay Beniwal met Lt Governor VK Saxena and presented him a detailed report on the stabbing.A fresh CCTV video from Tihar Jail emerged on social media purportedly showing Tajpuriya being attacked in front of security personnel as well when they were carrying him away after he was stabbed.Tajpuriya was assaulted with improvised weapons by the Gogi gang members inside the high security prison on Tuesday morning. But he was still alive and was being carried away by the prison security personnel when the accused attacked him for a second time, according to the fresh footage.The footage shows security personnel were in a corridor when the accused barged in through the door and again attacked Tajpuriya. He could be seen moving his leg in the video, confirming he was alive at that time. In the footage, it appears that the security personnel remained a bystander while the assailants keep attacking the gangster. PTI NIT SZMThis report is auto-generated from PTI news service. ThePrint holds no responsibility for its content.",Tajpuriya was killed early on Tuesday allegedly by four members of the rival Gogi gang. The Tamil Nadu Special Police provides security on the jail premises. A fresh CCTV video from Tihar Jail emerged on social media purportedly showing the gangster being attacked in front of security personnel.
18,I-T Dept officer killed after being dragged out of official residence amid Manipur violence,2023-05-06,11:49 am,Ankush Verma,https://theprint.in/india/i-t-dept-officer-dragged-from-official-residence-killed-in-manipur-violence-irs-association/1558696/?amp=&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts ,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/05_may/6_sat/img_1683353508163_49.jpg,"New Delhi, May 5 (PTI) An Income Tax department official posted in Imphal was “dragged out” of his official residence and killed during the current spate of violence in Manipur, the Indian Revenue Service (IRS) Association said on Friday. In a tweet, the association strongly condemned “the dastardly act of violence resulting in the death of Sh. Letminthang Haokip, Tax Assistant in Imphal”.“No cause or ideology can justify the killing of an innocent public servant on duty. Our thoughts are with his family in this difficult hour,” it said. It also put out a photo of Haokip, saying he was “dragged out from his official quarter in Imphal by Meitei miscreants and beaten to death”.The association is an all-India body of the Income-tax department.Parts of the state has witnesses bloody ethnic rioting over the last 48 hours with a defence spokesperson saying a total of 13,000 people were rescued and shifted to safe shelters. PTI NES TIR TIRThis report is auto-generated from PTI news service. ThePrint holds no responsibility for its content.","The Indian Revenue Service (IRS) Association strongly condemned “the dastardly act of violence resulting in the death of Sh. Letminthang Haokip, Tax Assistant in Imphal” “No cause or ideology can justify the killing of an innocent public servant on duty,” it said."
19,Odisha asks 18 coastal districts to be ready amid cyclone forecast,2023-05-06,02:52 pm,Swati Dubey,https://www.news18.com/amp/india/odisha-govt-asks-districts-to-be-ready-amid-cyclone-forecast-7735213.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts ,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/05_may/6_sat/img_1683362930671_49.jpg,"The Odisha government has asked the Collectors of 18 coastal and adjoining districts to be prepared for any eventuality in view of the forecast of a cyclonic storm.A cyclonic circulation is likely to develop over the southeast Bay of Bengal on Saturday. Under its influence, a low-pressure area is likely to form over the same region on Sunday. It is likely to intensify into a depression over the southeast Bay of Bengal on Monday, the weather office said.Thereafter, it is likely to further intensify into a cyclonic storm while moving nearly northwards towards the central Bay of Bengal, it said.“The path of the system’s movement and other parameters could be provided after the formation of the low-pressure area on Sunday,"" India Meteorological Department’s (IMD) Director-General Mrutyunjay Mohapatra said.The system is under constant watch and being monitored regularly, but no advisory has been issued in regard to the cyclone, he said.A Yellow warning for rains along with thunderstorms has been issued for several districts of Odisha, including Balasore, Bhadrak, Jajpur, Kendrapada, Cuttack, and Puri.From Conspiracy Theories to Easy Availability of Arms: What Fanned the Flames in ManipurExcise Policy Scam | ED Informs Delhi Court That Proceeds Of Crime Are Worth More Than Rs 600 CroreIn the advisory issued by the state government, Special Relief Commissioner Satyabrata Sahu advised the districts to be ready to face any eventuality.People were told to keep watch on the weather and take safe shelter during the thunderstorm, and follow traffic advisories in urban areas.Read all the Latest India News and Karnataka Elections 2023 updates here(This story has not been edited by News18 staff and is published from a syndicated news agency feed)","A cyclonic circulation is likely to develop over the southeast Bay of Bengal on Saturday. The Odisha government has asked the Collectors of 18 coastal and adjoining districts to be prepared for any eventuality. A Yellow warning for rains along with thunderstorms has been issued for several districts of Odisha, including Balasore, Bhadrak and Jajpur."
20,"Aus, NZ PMs pledge allegiance to UK King despite being Republicans",2023-05-06,03:57 pm,Disha Jana,https://www.reuters.com/world/republican-leaders-australia-nz-pledge-allegiance-king-2023-05-05/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts ,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/05_may/6_sat/img_1683367710232_136.jpg,"SYDNEY/WELLINGTON, May 5 (Reuters) - The leaders of Australia and New Zealand will pledge their allegiance to King Charles at his coronation in London on Saturday even though both are life-long republicans who do not shy away from making their positions clear.Australian Prime Minister Anthony Albanese and his New Zealand counterpart, Chris Hipkins, have travelled to London where they are due to meet Prime Minister Rishi Sunak on Friday.They met the king earlier in the week.King Charles is head of state in Australia, New Zealand and 12 other Commonwealth realms outside the United Kingdom, although the role is largely ceremonial.The two countries are holding events to celebrate the coronation, from tree-planting to military fly-pasts, though there is expected to be less pageantry than after the death of Queen Elizabeth last year.The death of the queen reignited debate in Australia about the need to retain a distant constitutional monarchy.Australia held a referendum in 1999 on becoming a republic with 55% of voters opposed. Polls in recent years have shown varying support for a republic, with most showing a small majority of Australians in favour.But neither Albanese nor Hipkins are actively campaigning for the British monarch to be replaced as head of state despite their republican convictions.""I haven't changed my position on that and I've made that very clear. I want to see an Australian as Australia's head of state,"" Albanese said in an interview with state broadcaster ABC on Friday.""That doesn't mean that you can not have respect for the institution, which is the system of government that we have.""Albanese said would take the oath of allegiance to King Charles at the ceremony.""People expect me to not come to the king's coronation in order to create a controversy,"" he said.Hipkins told a news conference on Monday he was on ""record as being a Republican"" but that ""it's not something I intend to push"".""I don't regard it as a priority,"" he said. ""The constitutional arrangements that we have are working quite soundly at the moment.""New Zealand's defence force will fire off two 21-gun salutes on Sunday, while the Australian air force is planning a fly-past over Parliament House in Canberra.Various prominent buildings including Auckland’s Harbour Bridge and Skytower and parliament buildings in both capitals will be lit up - but not Sydney's famous Harbour Bridge and Opera House.Our Standards: The Thomson Reuters Trust Principles.Thomson ReutersAlasdair leads the team covering breaking news in Australia, New Zealand and the Pacific. Before moving to Sydney, he covered general news in New Delhi, where he reported from the front-line of the coronavirus pandemic in India and the insurgency in Kashmir, as well as extended periods in Pakistan and, most recently, in Sri Lanka covering its ongoing economic crisis. His reporting on Islamic State suicide bombings in Sri Lanka in 2019 was highly commended as the Society of Publishers in Asia awards. He previously worked as a financial reporter in London, with a particular interest in hedge funds and accounting frauds. 

Signal app phone number: +61439529540","The leaders of Australia and New Zealand will pledge their allegiance to King Charles. Both are life-long republicans who do not shy away from making their positions clear. King Charles is head of state in Australia, New Zealand and 12 other Commonwealth realms. The two countries are holding events to celebrate the coronation."
21,"Kukis & Meiteis communities clash in Meghalaya, 16 arrested",2023-05-06,04:07 pm,Swati Dubey,https://www.timesnownews.com/india/after-manipur-meghalaya-rocked-by-violence-kukis-and-meiteis-communities-clash-in-shillong-16-held-article-100024603/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts ,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/05_may/6_sat/img_1683364831082_821.jpg,Shillong:Members ofKukiand Meitei communities clashed in theMeghalayacapital on May 4. The clashed occurred at Nongrim Hills near the Mizo Morden School. The police acted swiftly and arrested 16 people of both the communities.,Kukiand Meitei communities clashed in theMeghalayacapital on May 4. The clashed occurred at Nongrim Hills near the Mizo Morden School. The police acted swiftly and arrested 16 people of both the communities of Shillong.
22,Master of distortion is arriving: Jairam as PM Modi reaches B'luru,2023-05-06,04:59 pm,Swati Dubey,https://www.hindustantimes.com/india-news/karnataka-election-pm-modi-roadshow-jairam-ramesh-calls-narendra-modi-master-of-distortion-101683353697397-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts ,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/05_may/6_sat/img_1683369806926_425.jpg,"
Congress comms-in-charge Jairam Ramesh ripped into prime minister Narendra Modi Saturday as the latter led a massive roadshow in Bengaluru in poll-bound Karnataka. The opposition leader labelled Modi 'the master of distortion' and his jab 'abuse' No. 92??' - a sarcastic reference to the ruling Bharatiya Janata Party's claims the prime minister is being 'targeted' by the Congress in a shrill and high-pitched battle for the control of the state. Ramesh also stopped short of accusing the prime minister of 'hate speech', declaring Modi's remarks at a rally scheduled for later today would only 'inflame prejudice and bigotry'.




Congress General Secretary in-charge of Communications Jairam Ramesh addresses a press conference, at AICC HQ, in New Delhi. (ANI Photo/Sanjay Sharma)








""The Master Of Distortion and Incitement (‘Abuse’ No. 92??) is arriving in Bengaluru today. We already know what he'll say to inflame prejudice & bigotry. He will of course stay absolutely silent on the real issues..."" he tweeted before.




The tweet highlighted four issues the Congress has flagged in the campaign so far - allegations Karnataka ministers and government officials command a 40 per cent 'commission' to grant projects, the price rise, unemployment and the poor condition of Bengaluru's infrastructure; the last is a perennial problem.






LIVE UPDATES | PM Modi begins grand 26-km roadshow in Bengaluru 
""This time the despair is so high that his (Modi's) #40km40percent roadshow over 2 days is locking up an entire city, creating chaos and uncertainty for students writing crucial exams, and felling a number of trees…"" 
""Have you ever seen a PM this desperate?"" Jairam Ramesh asked.
The BJP and the Congress have grabbed most of the headlines in the run up to Wednesday's election, with insults and allegations thrown by both sides.
This morning the Congress said it had audio evidence of a 'plot' to assassinate party chief Mallikarjun Kharge and his family. ""Plotting to assassinate the president of Congress Shri Mallikarjun Kharge, his wife and his children..."" Rajya Sabha MP Randeep Surjewala tweeted with the audio clip.






READ | 'Plotting to assassinate' Kharge: Congress' slams BJP's 'blue-eyed boy'
The Congress has accused a BJP MP - Manikanta Rathod from the Chitapur constituency in Karnataka's Kalaburagi district - of orchestrating the plot.
Hindustan Times cannot independently verify the authenticity of the audio clip.
The BJP has yet to respond to the Congress' 'assassinate Kharge' claims.
READ | Who is Manikanta Rathod, accused of conspiring to kill Kharge?
The two sides also spat venom at each other over Kharge's comment about poisonous snakes and prime minister Modi; the Congress chief appeared to call Modi a snake in Kolar but later said he was referring to the BJP's ideology. Modi hit back claiming the Congress hates him because he is anti-corruption.






READ | 'I am a snake, but…': Modi responds to Kharge's jab in Karnataka's Kolar
The BJP then launched its own 'poison' barb with a Karnataka BJP MLA Basanagouda Yatnal calling ex-Congress chief Sonia Gandhi ‘vishe kanya’.
READ | 'Poisonous woman...': K'taka BJP MLA attacks Sonia Gandhi
The exchange of insults prompted the Election Commission to 'warn' both sides against the use of 'inappropriate vocabulary and language'.
Karnataka will vote for a new government in a single phase on May 10, with results due three days later. The election - and those in the key states of Congress-ruled Rajasthan and Chhattisgarh and chief minister K Chandrashekhar Rao's Telangana - are seen as major tests of the BJP's bid next year to win a third consecutive Lok Sabha election.With input from agencies







SHARE THIS ARTICLE ON







Get Latest India Newsalong with Latest Newsand Top Headlinesfrom India and around the world. Also follow Karnataka Election 2023 updates on Hindustan Times







ABOUT THE AUTHOR









HT News Desk



Follow the latest breaking news and developments from India and around the world with Hindustan Times' newsdesk. From politics and policies to the economy and the environment, from local issues to national events and global affairs, we've got you covered....view detail









Topics

jairam ramesh
pm modi
karnataka
karnataka assembly election
+ 2 more





","Congress comms-in-charge Jairam Ramesh ripped into prime minister Narendra Modi Saturday as the latter led a massive roadshow in Bengaluru in poll-bound Karnataka. The opposition leader labelled Modi 'the master of distortion' and his jab 'abuse' No. 92??' The BJP and the Congress have grabbed most of the headlines in the run up to Wednesday's election, with insults and allegations thrown by both sides. The Election Commission has 'warned' both sides against the use of 'inappropriate vocabulary and language'"
